,latnum,longnum,actual,predicted
0,22.4012413,89.29048157,0.0,0.00023487819804086569
1,24.12280273,89.06667328,0.0,0.00019502519431950765
2,24.60673714,92.00027466,4.09832785836e-06,-5.234306086307948e-05
3,23.25343704,91.24172211,0.000281562847764,0.0001578597706611785
4,22.6913929,90.38986969,0.0,0.00030784381920190203
5,22.95446396,90.17703247,0.0,0.00032331868519115453
6,25.0607357,91.05269623,4.8245636964e-06,0.0002490760305631566
7,25.56817055,89.74201965,9.239193087599999e-07,0.0001246631077806484
8,26.151587,88.550453,0.0,0.0002278881089622002
9,22.97290802,89.47674561,0.0,0.00041538850323506906
10,24.68224716,91.96146393,5.1189255204e-06,-2.7891545341907374e-06
11,25.16999054,89.59023285,0.0,0.00018135142705382227
12,23.244938,89.102522,0.0,0.00019393009497879553
13,25.32248497,89.51409149,0.0,0.0001355617661277057
14,23.02424812,90.73096466,0.0,0.0003861485566571087
15,25.643772,88.628058,0.0,2.092589524432488e-05
16,22.36627,89.854792,0.0,0.0004278273206414486
17,26.12047577,89.14842224,1.077812025e-05,0.00014968166188020546
18,22.73340607,90.57206726,0.0,0.0002597893979921582
19,24.88711357,91.85953522,4.5321967944e-06,4.196037212723093e-05
20,24.05184174,88.78279114,2.45423284128e-05,0.00035282335560330504
21,22.35434532,90.36138916,0.0,0.00047926567501805663
22,24.73946953,91.20394135,5.820960738e-07,0.000216244690873723
23,24.74828148,90.25649261,2.32639823952e-05,1.5893618835171236e-05
24,22.8378582,89.51266479,0.0,0.000377958670073646
25,23.71518707,90.4168396,0.0,0.00014987135322840878
26,23.43745613,90.13321686,0.0,4.936655160129509e-05
27,24.04765892,88.93852234,0.0,0.0003227133292244636
28,22.870772,91.239424,0.0,0.00035040184185954813
29,24.047748,89.863966,0.0,0.00018184542358829118
30,24.02660179,90.58853912,0.0,0.0002074955152321746
31,22.66510773,91.01707459,0.0,0.0006351238030680245
32,23.800073,90.973285,0.0,0.00022680282859216376
33,25.71570778,88.98675537,0.0,7.215016518716177e-05
34,23.80025673,88.7106781,3.6319993248e-06,0.00039742458866460145
35,23.633363,90.523722,0.0,0.00020985713410710954
36,22.7173748,90.3314209,0.0,0.00038280154706166186
37,22.93975449,89.57459259,0.0,0.0003298823368265202
38,24.54490089,90.49487305,1.7721778758e-05,0.00026746692133973227
39,22.17366409,90.12439728,0.0,0.00025271906412384094
40,22.65512085,90.17182922,0.0,0.00020119582203586214
41,25.038616,91.655505,7.029972133199999e-06,7.141056843899705e-06
42,21.55896,92.075608,1.933633563e-07,0.00030554933385355614
43,25.05770111,91.42006683,1.0547595930000001e-06,0.0001278345803724855
44,24.10994339,91.00761414,0.0,0.0002587197316254847
45,25.80051994,89.6576767,2.55559261152e-06,0.0002104483040914035
46,24.21148109,90.93897247,0.0,4.596549775748538e-05
47,22.14543152,92.17169189,8.3350501056e-07,0.0003581612837745817
48,22.28543091,90.3710022,0.0,0.0003901916431377995
49,24.65476799,91.82927704,9.737613266399999e-07,5.3080500790021126e-05
50,23.1572,91.178123,0.0,0.00020549821446886666
51,23.480768,90.073581,0.0,7.7174400844811e-05
52,24.5993557,88.25758362,0.0,0.00021081493380085552
53,24.1334343,89.99253845,0.0,0.00012748379953841354
54,22.71174812,90.38603973,0.0,0.0003069919223490737
55,22.33405876,91.84255219,1.96640348172e-06,0.0002998888328311593
56,24.48496628,90.94060516,0.0,0.0002093417734248307
57,23.55255699,90.62993622,0.0,0.00014071173801044176
58,25.62642,88.633493,0.0,0.00013401384270965886
59,23.74708939,90.39783478,0.0,0.00014914696528147957
60,22.48576927,90.08294678,0.0,0.00026599398114861674
61,25.77499771,88.91290283,0.0,0.0002593394814774516
62,24.75525856,90.17958832,3.63164910516e-05,0.0003320589363437812
63,24.646816,89.155002,0.0,0.00018434537244507664
64,24.37400818,90.43445587,4.9596864132e-06,0.00014173486947884235
65,22.70590019,90.37637329,0.0,0.0004432008570010023
66,24.35369682,89.2587204,0.0,0.0003265061264655679
67,24.55989075,90.60356903,2.762523654e-05,0.00027563066352392755
68,23.0408287,91.52082825,0.00067105629552,0.00030061869556486016
69,23.03759193,90.84844971,0.0,0.0005496931588953359
70,23.05365753,89.28331757,0.0,0.0002582997885568157
71,24.73276711,88.65641785,0.0,0.00011239927524588435
72,21.492049,92.233217,1.04033852352e-07,0.0003305183988929263
73,25.055293,88.698717,0.0,9.854338820689672e-05
74,22.718567,89.776063,0.0,0.000150948040802896
75,22.75997,90.120771,0.0,0.00043851577754754696
76,23.987645,91.084015,0.0,0.00011605698783340184
77,22.429349,90.009992,0.0,0.00023411096545648342
78,23.13358498,90.44106293,0.0,0.0003098300827526575
79,22.98353767,90.10505676,0.0,0.0002581404988051557
80,22.363328,91.783368,2.43313099968e-06,0.0002974398595382038
81,25.09584045,91.29898834,3.75731145852e-05,0.00020787873394080057
82,23.83195496,90.64875031,0.0,0.0001816291382205087
83,24.515826,91.82821,3.56796676176e-05,5.230614216159662e-05
84,24.3764267,91.4043045,4.8307257888e-06,-5.78203523502861e-05
85,24.41831398,88.6210556,0.0,0.0003598931968403494
86,22.41551399,90.7168808,0.0,0.00045531434785609187
87,24.63898468,90.33447266,2.60152014912e-05,0.00014795542027583447
88,23.70519066,90.72142029,0.0,0.00016224520389233624
89,24.67715645,92.19789124,3.1366069942799996e-05,-6.0478574063853304e-05
90,23.71441841,90.90460968,0.0,0.0001585403495016878
91,23.86844444,89.99758911,0.0,0.00017426142025105552
92,24.11675835,89.06422424,0.0,0.00016477628561426598
93,23.55974579,90.18714905,0.0,0.00023444006359640298
94,23.80077744,90.34125519,0.0,0.00014786745178850606
95,25.61797905,88.63207245,0.0,0.0001605832880838182
96,22.37921524,91.84666443,4.40127671328e-07,0.0002947638862316543
97,23.75790596,90.79130554,0.0,0.00016928925571304743
98,24.855863,89.394214,0.0,0.0001688804937294439
99,24.5311985,92.18930817,0.0047095231944,-1.0133775123403625e-05
100,22.51298332,90.44339752,0.0,0.00018486225388641162
101,24.88457298,89.74078369,0.0,0.00018339670173895699
102,22.75301552,91.07510376,0.0,0.0005393566784619197
103,22.566229,90.158148,0.0,0.0003070486793466185
104,24.44995689,92.04431152,1.3025998359599999e-05,0.00011397151778202178
105,23.86266327,90.40682983,0.0,0.00010634575037168803
106,24.177682,89.419751,0.0,0.00014304517956524812
107,23.71660423,90.39103699,0.0,0.00010671739125669877
108,25.66229057,89.61219025,2.48538022344e-06,0.00018432748725319745
109,23.62049675,90.13238525,0.0,0.0006297190189845853
110,22.81184959,89.40185547,0.0,0.0002342651600249768
